"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[148]",33,"2022-06-17 11:58:51,011","2022-06-17 11:58:51,319","serv1","transport",false,"2022-06-17 11:58:51,255","2022-06-17 11:58:51,331","rht-005","2022-06-17 11:58:51,572","2022-06-17 11:58:51,701","rhm-005","2022-06-17 11:58:51,953","2022-06-17 11:58:52,195"
"productHolon[53]",1,"2022-06-17 11:58:47,667","2022-06-17 11:58:50,968","serv1","transport",false,"2022-06-17 11:58:50,139","2022-06-17 11:58:50,988","rht-003","2022-06-17 11:58:51,395","2022-06-17 11:58:51,693","rhm-003","2022-06-17 11:58:51,954","2022-06-17 11:58:52,246"
"productHolon[228]",23,"2022-06-17 11:58:50,416","2022-06-17 11:58:53,023","serv1","transport",false,"2022-06-17 11:58:51,360","2022-06-17 11:58:53,054","rht-005","2022-06-17 11:58:53,126","2022-06-17 11:58:53,400","rhm-001","2022-06-17 11:58:53,519","2022-06-17 11:58:54,159"
"productHolon[160]",14,"2022-06-17 11:58:50,061","2022-06-17 11:58:53,887","serv1","transport",false,"2022-06-17 11:58:50,253","2022-06-17 11:58:53,929","rht-006","2022-06-17 11:58:54,039","2022-06-17 11:58:54,310","rhm-006","2022-06-17 11:58:54,553","2022-06-17 11:58:54,785"
"productHolon[148]",112,"2022-06-17 11:58:53,160","2022-06-17 11:58:54,080","serv2","transport",false,"2022-06-17 11:58:53,170","2022-06-17 11:58:54,084","rht-008","2022-06-17 11:58:54,162","2022-06-17 11:58:54,404","rhm-007","2022-06-17 11:58:54,553","2022-06-17 11:58:54,787"
"productHolon[964]",25,"2022-06-17 11:58:50,542","2022-06-17 11:58:53,926","serv1","transport",false,"2022-06-17 11:58:50,578","2022-06-17 11:58:53,934","rht-001","2022-06-17 11:58:54,038","2022-06-17 11:58:54,405","rhm-008","2022-06-17 11:58:55,474","2022-06-17 11:58:55,670"
"productHolon[956]",41,"2022-06-17 11:58:51,117","2022-06-17 11:58:54,313","serv1","transport",false,"2022-06-17 11:58:52,743","2022-06-17 11:58:54,386","rht-003","2022-06-17 11:58:54,706","2022-06-17 11:58:55,051","rhm-003","2022-06-17 11:58:55,473","2022-06-17 11:58:55,671"
"productHolon[68]",4,"2022-06-17 11:58:48,164","2022-06-17 11:58:54,339","serv1","transport",false,"2022-06-17 11:58:49,272","2022-06-17 11:58:54,346","rht-010","2022-06-17 11:58:54,705","2022-06-17 11:58:55,051","rhm-009","2022-06-17 11:58:55,534","2022-06-17 11:58:55,740"
"productHolon[360]",13,"2022-06-17 11:58:50,057","2022-06-17 11:58:55,768","serv1","transport",false,"2022-06-17 11:58:50,250","2022-06-17 11:58:55,796","rht-008","2022-06-17 11:58:55,886","2022-06-17 11:58:56,258","rhm-004","2022-06-17 11:58:56,479","2022-06-17 11:58:56,680"
"productHolon[581]",9,"2022-06-17 11:58:49,777","2022-06-17 11:58:56,053","serv1","transport",false,"2022-06-17 11:58:50,254","2022-06-17 11:58:56,055","rht-006","2022-06-17 11:58:56,255","2022-06-17 11:58:56,571","rhm-007","2022-06-17 11:58:56,961","2022-06-17 11:58:57,379"
