"serviceRequest","serviceExecution","service"
0.021949999999999997,0.03311666666666666,"serv1"
0.02326666666666668,0.0962,"transport"
0.03131666666666667,0.028399999999999998,"serv3"
0.04068333333333334,0.02581666666666667,"serv2"
0.0009166666666666666,0.007316666666666667,"tr.warehouse"
