"serviceRequest","serviceExecution","service"
2160.928766666666,14.114616666666658,"serv1"
94.88150000000005,38.29514999999998,"transport"
1291.0821999999998,15.88824999999999,"serv2"
3.704900000000006,9.452416666666666,"serv3"
1.1673666666666667,4.478833333333333,"tr.warehouse"
