"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[627]",31,"2022-06-17 13:29:53,742","2022-06-17 13:29:54,435","serv1","transport",false,"2022-06-17 13:29:53,881","2022-06-17 13:29:54,444","rht-007","2022-06-17 13:29:54,895","2022-06-17 13:29:54,954","rhm-007","2022-06-17 13:29:55,378","2022-06-17 13:29:56,058"
"productHolon[696]",26,"2022-06-17 13:29:53,592","2022-06-17 13:29:55,547","serv1","transport",false,"2022-06-17 13:29:53,766","2022-06-17 13:29:55,557","rht-003","2022-06-17 13:29:56,128","2022-06-17 13:29:56,369","rhm-003","2022-06-17 13:29:56,594","2022-06-17 13:29:56,719"
"productHolon[192]",23,"2022-06-17 13:29:53,359","2022-06-17 13:29:56,502","serv1","transport",false,"2022-06-17 13:29:56,250","2022-06-17 13:29:56,528","rht-009","2022-06-17 13:29:56,745","2022-06-17 13:29:57,007","rhm-007","2022-06-17 13:29:57,178","2022-06-17 13:29:57,455"
"productHolon[686]",19,"2022-06-17 13:29:52,802","2022-06-17 13:29:56,970","serv1","transport",false,"2022-06-17 13:29:54,358","2022-06-17 13:29:56,975","rht-001","2022-06-17 13:29:57,094","2022-06-17 13:29:57,432","rhm-006","2022-06-17 13:29:57,868","2022-06-17 13:29:58,048"
"productHolon[531]",17,"2022-06-17 13:29:52,522","2022-06-17 13:29:57,552","serv1","transport",false,"2022-06-17 13:29:52,644","2022-06-17 13:29:57,566","rht-004","2022-06-17 13:29:57,886","2022-06-17 13:29:58,093","rhm-010","2022-06-17 13:29:58,491","2022-06-17 13:29:58,693"
"productHolon[86]",4,"2022-06-17 13:29:50,440","2022-06-17 13:29:57,622","serv1","transport",false,"2022-06-17 13:29:54,562","2022-06-17 13:29:57,632","rht-005","2022-06-17 13:29:58,055","2022-06-17 13:29:58,093","rhm-004","2022-06-17 13:29:58,697","2022-06-17 13:29:58,725"
"productHolon[122]",3,"2022-06-17 13:29:50,391","2022-06-17 13:29:58,782","serv1","transport",false,"2022-06-17 13:29:53,699","2022-06-17 13:29:58,840","rht-006","2022-06-17 13:29:58,969","2022-06-17 13:29:59,203","rhm-001","2022-06-17 13:29:59,445","2022-06-17 13:29:59,868"
"productHolon[1017]",25,"2022-06-17 13:29:53,549","2022-06-17 13:29:58,623","serv1","transport",false,"2022-06-17 13:29:53,827","2022-06-17 13:29:58,627","rht-008","2022-06-17 13:29:58,793","2022-06-17 13:29:58,973","rhm-009","2022-06-17 13:29:59,445","2022-06-17 13:29:59,869"
"productHolon[854]",28,"2022-06-17 13:29:53,712","2022-06-17 13:29:58,635","serv1","transport",false,"2022-06-17 13:29:54,446","2022-06-17 13:29:58,638","rht-009","2022-06-17 13:29:58,793","2022-06-17 13:29:59,203","rhm-005","2022-06-17 13:29:59,569","2022-06-17 13:29:59,973"
"productHolon[1182]",48,"2022-06-17 13:29:54,123","2022-06-17 13:29:59,056","serv1","transport",false,"2022-06-17 13:29:54,404","2022-06-17 13:29:59,098","rht-005","2022-06-17 13:29:59,576","2022-06-17 13:29:59,787","rhm-008","2022-06-17 13:29:59,939","2022-06-17 13:30:00,198"
"productHolon[141]",8,"2022-06-17 13:29:50,774","2022-06-17 13:29:59,781","serv1","transport",false,"2022-06-17 13:29:53,532","2022-06-17 13:29:59,866","rht-001","2022-06-17 13:29:59,977","2022-06-17 13:30:00,751","rhm-002","2022-06-17 13:30:01,246","2022-06-17 13:30:01,331"
"productHolon[2206]",171,"2022-06-17 13:29:58,340","2022-06-17 13:30:00,096","serv1","transport",false,"2022-06-17 13:29:59,283","2022-06-17 13:30:00,103","rht-009","2022-06-17 13:30:00,509","2022-06-17 13:30:01,193","rhm-004","2022-06-17 13:30:01,995","2022-06-17 13:30:02,098"
"productHolon[2337]",107,"2022-06-17 13:29:56,618","2022-06-17 13:30:00,784","serv1","transport",false,"2022-06-17 13:29:58,846","2022-06-17 13:30:00,799","rht-008","2022-06-17 13:30:01,035","2022-06-17 13:30:01,194","rhm-010","2022-06-17 13:30:01,995","2022-06-17 13:30:02,098"
"productHolon[294]",20,"2022-06-17 13:29:53,064","2022-06-17 13:30:00,752","serv1","transport",false,"2022-06-17 13:30:00,232","2022-06-17 13:30:00,765","rht-010","2022-06-17 13:30:01,035","2022-06-17 13:30:01,281","rhm-009","2022-06-17 13:30:01,969","2022-06-17 13:30:02,100"
"productHolon[331]",10,"2022-06-17 13:29:51,281","2022-06-17 13:30:01,373","serv1","transport",false,"2022-06-17 13:30:01,147","2022-06-17 13:30:01,408","rht-007","2022-06-17 13:30:01,871","2022-06-17 13:30:02,097","rhm-008","2022-06-17 13:30:02,676","2022-06-17 13:30:03,030"
"productHolon[1284]",34,"2022-06-17 13:29:53,764","2022-06-17 13:30:01,952","serv1","transport",false,"2022-06-17 13:29:58,420","2022-06-17 13:30:01,996","rht-004","2022-06-17 13:30:02,393","2022-06-17 13:30:02,465","rhm-006","2022-06-17 13:30:03,232","2022-06-17 13:30:03,356"
"productHolon[854]",236,"2022-06-17 13:30:01,188","2022-06-17 13:30:01,501","serv2","transport",false,"2022-06-17 13:30:01,190","2022-06-17 13:30:01,525","rht-003","2022-06-17 13:30:01,871","2022-06-17 13:30:02,187","rhm-008","2022-06-17 13:30:03,571","2022-06-17 13:30:03,927"
"productHolon[2243]",121,"2022-06-17 13:29:56,910","2022-06-17 13:30:02,903","serv1","transport",false,"2022-06-17 13:30:02,000","2022-06-17 13:30:02,904","rht-005","2022-06-17 13:30:03,056","2022-06-17 13:30:03,357","rhm-002","2022-06-17 13:30:03,747","2022-06-17 13:30:04,131"
"productHolon[1707]",144,"2022-06-17 13:29:57,513","2022-06-17 13:30:02,671","serv1","transport",false,"2022-06-17 13:30:02,603","2022-06-17 13:30:02,683","rht-009","2022-06-17 13:30:02,918","2022-06-17 13:30:02,943","rhm-004","2022-06-17 13:30:03,746","2022-06-17 13:30:04,238"
"productHolon[1354]",78,"2022-06-17 13:29:55,465","2022-06-17 13:30:02,840","serv1","transport",false,"2022-06-17 13:29:57,529","2022-06-17 13:30:02,911","rht-002","2022-06-17 13:30:03,303","2022-06-17 13:30:03,468","rhm-007","2022-06-17 13:30:04,168","2022-06-17 13:30:04,364"
"productHolon[1453]",46,"2022-06-17 13:29:54,048","2022-06-17 13:30:02,389","serv1","transport",false,"2022-06-17 13:30:01,066","2022-06-17 13:30:02,439","rht-001","2022-06-17 13:30:02,641","2022-06-17 13:30:03,154","rhm-005","2022-06-17 13:30:03,746","2022-06-17 13:30:04,364"
"productHolon[192]",195,"2022-06-17 13:29:59,348","2022-06-17 13:30:02,962","serv2","transport",false,"2022-06-17 13:29:59,364","2022-06-17 13:30:02,975","rht-007","2022-06-17 13:30:03,186","2022-06-17 13:30:03,610","rhm-003","2022-06-17 13:30:04,987","2022-06-17 13:30:05,228"
"productHolon[1017]",237,"2022-06-17 13:30:01,205","2022-06-17 13:30:02,960","serv2","transport",false,"2022-06-17 13:30:01,243","2022-06-17 13:30:02,994","rht-003","2022-06-17 13:30:03,164","2022-06-17 13:30:03,675","rhm-001","2022-06-17 13:30:04,983","2022-06-17 13:30:05,599"
"productHolon[696]",243,"2022-06-17 13:30:01,314","2022-06-17 13:30:02,972","serv2","transport",false,"2022-06-17 13:30:01,316","2022-06-17 13:30:03,117","rht-008","2022-06-17 13:30:03,397","2022-06-17 13:30:03,830","rhm-002","2022-06-17 13:30:05,681","2022-06-17 13:30:05,808"
"productHolon[686]",206,"2022-06-17 13:29:59,722","2022-06-17 13:30:03,709","serv2","transport",false,"2022-06-17 13:29:59,780","2022-06-17 13:30:03,715","rht-009","2022-06-17 13:30:04,200","2022-06-17 13:30:04,647","rhm-004","2022-06-17 13:30:05,681","2022-06-17 13:30:05,925"
