"serviceRequest","serviceExecution","service"
0.07066666666666664,0.037849999999999995,"serv1"
0.021650000000000006,0.09250000000000001,"transport"
0.005183333333333332,0.04145,"serv2"
0.0017333333333333333,0.028733333333333333,"serv3"
0.00015000000000000001,0.006933333333333333,"tr.warehouse"
