"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[4]",1,"2022-06-18 15:47:04,558","2022-06-18 15:47:05,383","serv1","transport",false,"2022-06-18 15:47:05,297","2022-06-18 15:47:05,435","rht-001","2022-06-18 15:47:05,549","2022-06-18 15:47:05,688","rhm-001","2022-06-18 15:47:05,996","2022-06-18 15:47:06,587"
"productHolon[4]",2,"2022-06-18 15:47:06,629","2022-06-18 15:47:06,663","serv2","transport",false,"2022-06-18 15:47:06,636","2022-06-18 15:47:06,667","rht-001","2022-06-18 15:47:06,699","2022-06-18 15:47:07,340","rhm-001","2022-06-18 15:47:07,408","2022-06-18 15:47:07,635"
"productHolon[4]",3,"2022-06-18 15:47:08,077","2022-06-18 15:47:08,097","serv3","transport",false,"2022-06-18 15:47:08,080","2022-06-18 15:47:08,107","rht-001","2022-06-18 15:47:08,159","2022-06-18 15:47:08,464","rhm-001","2022-06-18 15:47:09,055","2022-06-18 15:47:09,367"
"productHolon[4]",4,"2022-06-18 15:47:09,415","","tr.warehouse","",true,"2022-06-18 15:47:09,418",,"rht-001","2022-06-18 15:47:09,564","2022-06-18 15:47:09,591",,,
