"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[419]",10,"2022-06-17 08:06:26,863","2022-06-17 08:06:27,339","serv3","transport",false,"2022-06-17 08:06:27,169","2022-06-17 08:06:27,433","rht-005","2022-06-17 08:06:27,703","2022-06-17 08:06:27,845","rhm-010","2022-06-17 08:06:28,091","2022-06-17 08:06:28,442"
"productHolon[369]",14,"2022-06-17 08:06:27,226","2022-06-17 08:06:28,028","serv3","transport",false,"2022-06-17 08:06:27,965","2022-06-17 08:06:28,064","rht-003","2022-06-17 08:06:28,248","2022-06-17 08:06:28,443","rhm-009","2022-06-17 08:06:29,007","2022-06-17 08:06:29,293"
"productHolon[477]",13,"2022-06-17 08:06:27,184","2022-06-17 08:06:27,403","serv3","transport",false,"2022-06-17 08:06:27,255","2022-06-17 08:06:27,439","rht-001","2022-06-17 08:06:27,647","2022-06-17 08:06:28,013","rhm-008","2022-06-17 08:06:28,779","2022-06-17 08:06:29,294"
"productHolon[578]",20,"2022-06-17 08:06:27,436","2022-06-17 08:06:27,833","serv3","transport",false,"2022-06-17 08:06:27,753","2022-06-17 08:06:27,842","rht-004","2022-06-17 08:06:27,942","2022-06-17 08:06:28,302","rhm-007","2022-06-17 08:06:28,779","2022-06-17 08:06:29,491"
"productHolon[916]",36,"2022-06-17 08:06:27,940","2022-06-17 08:06:28,293","serv3","transport",false,"2022-06-17 08:06:28,092","2022-06-17 08:06:28,637","rht-002","2022-06-17 08:06:29,198","2022-06-17 08:06:29,259","rhm-004","2022-06-17 08:06:29,791","2022-06-17 08:06:30,221"
"productHolon[821]",31,"2022-06-17 08:06:27,854","2022-06-17 08:06:28,404","serv3","transport",false,"2022-06-17 08:06:28,381","2022-06-17 08:06:29,260","rht-005","2022-06-17 08:06:29,381","2022-06-17 08:06:29,906","rhm-006","2022-06-17 08:06:30,266","2022-06-17 08:06:30,518"
"productHolon[690]",27,"2022-06-17 08:06:27,719","2022-06-17 08:06:28,737","serv3","transport",false,"2022-06-17 08:06:28,525","2022-06-17 08:06:28,977","rht-004","2022-06-17 08:06:29,450","2022-06-17 08:06:29,788","rhm-005","2022-06-17 08:06:30,857","2022-06-17 08:06:30,894"
"productHolon[133]",7,"2022-06-17 08:06:26,068","2022-06-17 08:06:28,413","serv3","transport",false,"2022-06-17 08:06:28,379","2022-06-17 08:06:28,936","rht-001","2022-06-17 08:06:29,744","2022-06-17 08:06:30,258","rhm-003","2022-06-17 08:06:31,036","2022-06-17 08:06:31,669"
"productHolon[959]",38,"2022-06-17 08:06:28,240","2022-06-17 08:06:29,640","serv3","transport",false,"2022-06-17 08:06:29,453","2022-06-17 08:06:29,981","rht-002","2022-06-17 08:06:30,377","2022-06-17 08:06:30,761","rhm-002","2022-06-17 08:06:31,035","2022-06-17 08:06:31,758"
"productHolon[1291]",60,"2022-06-17 08:06:29,296","2022-06-17 08:06:29,690","serv3","transport",false,"2022-06-17 08:06:29,649","2022-06-17 08:06:30,013","rht-003","2022-06-17 08:06:30,514","2022-06-17 08:06:30,806","rhm-008","2022-06-17 08:06:31,769","2022-06-17 08:06:31,824"
"productHolon[194]",9,"2022-06-17 08:06:26,317","2022-06-17 08:06:30,506","serv3","transport",false,"2022-06-17 08:06:30,380","2022-06-17 08:06:30,625","rht-004","2022-06-17 08:06:31,352","2022-06-17 08:06:31,756","rhm-007","2022-06-17 08:06:32,527","2022-06-17 08:06:32,735"
"productHolon[1056]",44,"2022-06-17 08:06:28,625","2022-06-17 08:06:29,926","serv3","transport",false,"2022-06-17 08:06:29,793","2022-06-17 08:06:30,390","rht-005","2022-06-17 08:06:31,353","2022-06-17 08:06:31,551","rhm-009","2022-06-17 08:06:32,838","2022-06-17 08:06:33,003"
"productHolon[662]",21,"2022-06-17 08:06:27,528","2022-06-17 08:06:31,393","serv3","transport",false,"2022-06-17 08:06:31,350","2022-06-17 08:06:31,549","rht-003","2022-06-17 08:06:31,822","2022-06-17 08:06:32,617","rhm-004","2022-06-17 08:06:32,977","2022-06-17 08:06:33,211"
"productHolon[948]",41,"2022-06-17 08:06:28,316","2022-06-17 08:06:29,515","serv3","transport",false,"2022-06-17 08:06:29,457","2022-06-17 08:06:31,165","rht-002","2022-06-17 08:06:31,557","2022-06-17 08:06:32,557","rhm-001","2022-06-17 08:06:32,838","2022-06-17 08:06:33,539"
"productHolon[1088]",50,"2022-06-17 08:06:28,799","2022-06-17 08:06:30,386","serv3","transport",false,"2022-06-17 08:06:29,908","2022-06-17 08:06:31,167","rht-001","2022-06-17 08:06:32,088","2022-06-17 08:06:32,693","rhm-010","2022-06-17 08:06:33,398","2022-06-17 08:06:33,976"
