"ph","step","startServiceRequest","startTransportRequest","service","transportService","isForWarehouse","endServiceRequest","endTransportRequest","rhtId","startTransport","endTransport","rhmId","startService","endService"
"productHolon[515]",15,"2022-06-16 19:58:00,950","2022-06-16 19:58:02,415","serv3","transport",false,"2022-06-16 19:58:02,410","2022-06-16 19:58:02,431","rht-005","2022-06-16 19:58:02,533","2022-06-16 19:58:02,917","rhm-013","2022-06-16 19:58:03,528","2022-06-16 19:58:03,843"
"productHolon[1021]",21,"2022-06-16 19:58:01,923","2022-06-16 19:58:02,351","serv3","transport",false,"2022-06-16 19:58:02,237","2022-06-16 19:58:02,355","rht-009","2022-06-16 19:58:02,459","2022-06-16 19:58:02,916","rhm-001","2022-06-16 19:58:03,528","2022-06-16 19:58:03,936"
"productHolon[1189]",23,"2022-06-16 19:58:02,178","2022-06-16 19:58:02,717","serv3","transport",false,"2022-06-16 19:58:02,632","2022-06-16 19:58:02,743","rht-010","2022-06-16 19:58:02,804","2022-06-16 19:58:03,048","rhm-006","2022-06-16 19:58:03,651","2022-06-16 19:58:03,937"
"productHolon[454]",17,"2022-06-16 19:58:01,046","2022-06-16 19:58:02,798","serv3","transport",false,"2022-06-16 19:58:02,732","2022-06-16 19:58:02,803","rht-006","2022-06-16 19:58:03,084","2022-06-16 19:58:03,332","rhm-011","2022-06-16 19:58:04,319","2022-06-16 19:58:04,650"
"productHolon[1451]",34,"2022-06-16 19:58:02,747","2022-06-16 19:58:03,032","serv3","transport",false,"2022-06-16 19:58:02,987","2022-06-16 19:58:03,035","rht-004","2022-06-16 19:58:03,109","2022-06-16 19:58:03,690","rhm-018","2022-06-16 19:58:04,319","2022-06-16 19:58:04,651"
"productHolon[98]",5,"2022-06-16 19:57:59,106","2022-06-16 19:58:03,752","serv3","transport",false,"2022-06-16 19:58:03,692","2022-06-16 19:58:03,763","rht-008","2022-06-16 19:58:04,365","2022-06-16 19:58:04,452","rhm-010","2022-06-16 19:58:05,473","2022-06-16 19:58:05,507"
"productHolon[1437]",35,"2022-06-16 19:58:02,750","2022-06-16 19:58:03,284","serv3","transport",false,"2022-06-16 19:58:03,216","2022-06-16 19:58:03,406","rht-001","2022-06-16 19:58:03,996","2022-06-16 19:58:04,111","rhm-009","2022-06-16 19:58:05,137","2022-06-16 19:58:05,508"
"productHolon[69]",3,"2022-06-16 19:57:59,030","2022-06-16 19:58:04,598","serv3","transport",false,"2022-06-16 19:58:03,439","2022-06-16 19:58:04,643","rht-010","2022-06-16 19:58:05,100","2022-06-16 19:58:05,419","rhm-017","2022-06-16 19:58:05,879","2022-06-16 19:58:06,103"
"productHolon[1181]",24,"2022-06-16 19:58:02,234","2022-06-16 19:58:04,949","serv3","transport",false,"2022-06-16 19:58:04,109","2022-06-16 19:58:04,955","rht-002","2022-06-16 19:58:05,272","2022-06-16 19:58:05,419","rhm-016","2022-06-16 19:58:06,323","2022-06-16 19:58:06,639"
"productHolon[1521]",36,"2022-06-16 19:58:02,800","2022-06-16 19:58:04,931","serv3","transport",false,"2022-06-16 19:58:03,938","2022-06-16 19:58:04,995","rht-006","2022-06-16 19:58:05,947","2022-06-16 19:58:06,319","rhm-004","2022-06-16 19:58:07,256","2022-06-16 19:58:07,764"
"productHolon[1648]",47,"2022-06-16 19:58:03,562","2022-06-16 19:58:05,356","serv3","transport",false,"2022-06-16 19:58:04,981","2022-06-16 19:58:05,538","rht-005","2022-06-16 19:58:05,947","2022-06-16 19:58:06,532","rhm-019","2022-06-16 19:58:07,256","2022-06-16 19:58:07,764"
"productHolon[1122]",22,"2022-06-16 19:58:02,114","2022-06-16 19:58:04,953","serv3","transport",false,"2022-06-16 19:58:03,263","2022-06-16 19:58:05,510","rht-007","2022-06-16 19:58:06,318","2022-06-16 19:58:06,842","rhm-014","2022-06-16 19:58:07,394","2022-06-16 19:58:07,765"
"productHolon[1381]",33,"2022-06-16 19:58:02,734","2022-06-16 19:58:05,360","serv3","transport",false,"2022-06-16 19:58:03,965","2022-06-16 19:58:06,399","rht-004","2022-06-16 19:58:06,816","2022-06-16 19:58:07,825","rhm-020","2022-06-16 19:58:07,985","2022-06-16 19:58:08,345"
