"serviceRequest","serviceExecution","service"
0.012316666666666667,0.00985,"serv1"
0.0011,0.018083333333333333,"transport"
0.00011666666666666667,0.0037833333333333334,"serv2"
0.00005,0.0052,"serv3"
0.00005,0.00045,"tr.warehouse"
