"serviceRequest","serviceExecution","service"
651.2396833333331,3.435866666666666,"serv1"
1.6036333333333364,7.132716666666667,"transport"
1.5347500000000023,1.7345333333333337,"serv2"
1.8822166666666686,1.6414333333333326,"serv3"
0.3715333333333332,1.671133333333332,"tr.warehouse"
